ID,Segmentation
-1.6241046261038177,2
-1.6237149508159177,3
-1.6202078732248157,1
-1.6198181979369155,1
-1.6194285226490153,2
-1.615142094482113,1
-1.6143627439063126,3
-1.6120246921789114,1
-1.6116350168910112,3
-1.611245341603111,3
-1.6108556663152107,2
-1.6089072898757097,1
-1.607738264012009,1
-1.6065692381483085,3
-1.6034518358451069,1
-1.6026724852693064,1
-1.601893134693506,2
-1.6015034594056057,2
-1.5995550829661047,1
-1.598386057102404,3
-1.597996381814504,2
-1.5976067065266037,2
-1.5972170312387035,1
-1.596437680662903,4
-1.594489304223402,4
-1.5929306030718011,1
-1.5913719019202004,2
-1.5902028760564997,3
-1.5878648243290985,3
-1.587085473753298,2
-1.5855267726016973,3
-1.5824093702984956,1
-1.5816300197226951,2
-1.5796816432831942,1
-1.579291967995294,3
-1.5742261892525913,1
-1.573836513964691,1
-1.5734468386767908,1
-1.5676017093582877,1
-1.5652636576308865,1
-1.5629256059034853,4
-1.5617565800397846,2
-1.560587554176084,2
-1.5527940484180798,3
-1.5524043731301795,4
-1.5516250225543793,1
-1.5504559966906786,3
-1.547338594387477,4
-1.5450005426600757,1
-1.543831516796375,4
-1.5414934650689738,1
-1.5407141144931733,2
-1.5403244392052733,3
-1.5387657380536723,3
-1.5356483357504707,2
-1.53408963459887,1
-1.5333102840230695,3
-1.532530933447269,1
-1.5321412581593687,1
-1.5309722322956683,3
-1.530582557007768,4
-1.5298032064319675,1
-1.528634180568267,3
-1.5262961288408656,1
-1.524737427689265,2
-1.5208406748102627,4
-1.5204509995223627,2
-1.517723272507061,2
-1.517333597219161,4
-1.5149955454917596,2
-1.5103194420369572,4
-1.5048639880063543,3
-1.5025259362789531,2
-1.502136260991053,1
-1.4994085339757515,3
-1.4990188586878512,1
-1.4970704822483503,4
-1.4939530799451486,2
-1.4916150282177474,3
-1.4881079506266455,2
-1.4842111977476433,2
-1.4826524965960426,4
-1.4814834707323419,1
-1.4787557437170404,1
-1.4729106143985373,4
-1.4721312638227368,1
-1.4709622379590364,1
-1.4701828873832359,3
-1.4697932120953356,3
-1.466675809792134,2
-1.4651171086405332,1
-1.4623893816252318,4
-1.4577132781704292,1
-1.4573236028825292,1
-1.451478473564026,2
-1.4491404218366246,4
-1.4479713959729241,3
-1.4471920453971236,2
-1.4436849678060217,1
-1.4409572407907203,1
-1.4397882149270198,4
-1.4370604879117184,1
-1.4319947091690155,4
-1.4296566574416143,1
-1.4288773068658138,4
-1.4277082810021133,2
-1.427318605714213,4
-1.4257599045626124,1
-1.423421852835211,3
-1.4226425022594107,4
-1.4218631516836102,1
-1.416018022365107,1
-1.4148489965014064,3
-1.4117315941982047,3
-1.4070554907434023,2
-1.406665815455502,2
-1.4062761401676018,4
-1.4051071143039013,4
-1.4016000367127994,4
-1.400820686136999,4
-1.3961445826821965,2
-1.3938065309547953,1
-1.3930271803789949,2
-1.3926375050910946,3
-1.391468479227394,2
-1.3899097780757932,2
-1.3867923757725915,1
-1.3864027004846913,2
-1.3848439993330905,4
-1.38406464875729,1
-1.3832852981814896,1
-1.382116272317789,2
-1.3817265970298889,1
-1.3813369217419886,2
-1.3789988700145874,1
-1.3770504935750862,2
-1.3735434159839846,1
-1.3731537406960843,1
-1.3723743901202838,2
-1.3700363383928826,2
-1.3692569878170822,4
-1.3661395855138805,4
-1.3626325079227788,1
-1.3560080280284752,2
-1.354059651588974,2
-1.353669976301074,2
-1.352111275149473,1
-1.3517215998615728,1
-1.3513319245736726,1
-1.3489938728462714,2
-1.3478248469825709,4
-1.3458764705430697,4
-1.3450971199672694,1
-1.3431487435277683,2
-1.340810691800367,1
-1.3400313412245666,2
-1.3365242636334649,1
-1.3353552377697642,2
-1.3345758871939637,1
-1.3322378354665625,4
-1.331458484890762,4
-1.3306791343149618,2
-1.3298997837391613,2
-1.329510108451261,3
-1.3291204331633608,3
-1.3279514072996603,1
-1.325613355572259,2
-1.3252236802843589,3
-1.3240546544206582,1
-1.3232753038448577,1
-1.3193785509658558,2
-1.3189888756779555,4
-1.3170404992384543,2
-1.3166508239505543,2
-1.3147024475110531,2
-1.314312772223153,3
-1.3092469934804503,4
-1.3084676429046498,4
-1.306908941753049,4
-1.3065192664651488,3
-1.3061295911772486,3
-1.304960565313548,3
-1.3037915394498474,3
-1.3034018641619471,3
-1.3026225135861467,2
-1.3018431630103464,3
-1.3002844618587455,4
-1.299505111282945,4
-1.2987257607071447,1
-1.2979464101313443,4
-1.297556734843444,4
-1.2952186831160428,4
-1.2913219302370407,1
-1.2889838785096395,4
-1.288204527933839,3
-1.2846974503427373,1
-1.2831387491911364,4
-1.2772936198726332,4
-1.276903944584733,1
-1.274955568145232,4
-1.2733968669936313,2
-1.269110438826729,2
-1.2683310882509284,2
-1.2663827118114275,4
-1.265603361235627,4
-1.2644343353719265,2
-1.2640446600840263,2
-1.2620962836445253,4
-1.2613169330687248,1
-1.2609272577808246,1
-1.2597582319171239,2
-1.2589788813413236,2
-1.2554718037502217,1
-1.25235440144702,4
-1.250795700295419,4
-1.2488473238559181,4
-1.2472886227043174,4
-1.2457299215527164,1
-1.2453402462648162,4
-1.2441712204011157,2
-1.2418331686737145,4
-1.2406641428100138,1
-1.239105441658413,2
-1.2387157663705128,4
-1.2375467405068121,3
-1.2359880393552114,1
-1.23364998762781,1
-1.2328706370520097,4
-1.2320912864762092,4
-1.2309222606125085,2
-1.2305325853246085,4
-1.2293635594609078,2
-1.2274151830214068,1
-1.2270255077335066,1
-1.2242977807182052,1
-1.223908105430305,1
-1.2235184301424047,4
-1.2231287548545045,1
-1.221959728990804,4
-1.2207907031271032,1
-1.220401027839203,1
-1.2200113525513028,4
-1.2196216772634025,1
-1.2188423266876023,1
-1.2180629761118018,4
-1.216893950248101,1
-1.2161145996723008,4
-1.2153352490965004,1
-1.2141662232327997,1
-1.2137765479448994,1
-1.2133868726569992,4
-1.212607522081199,1
-1.2122178467932987,1
-1.2098797950658975,1
-1.2036449904594941,1
-1.201306938732093,1
-1.2001379128683922,1
-1.1989688870046917,1
-1.1966308352772903,4
-1.19624115998939,2
-1.1950721341256896,1
-1.1927340823982884,4
-1.1923444071103881,4
-1.1857199272160845,4
-1.182992200200783,4
-1.1826025249128829,4
-1.1810438237612821,4
-1.178705772033881,4
-1.1748090191548788,4
-1.1740296685790783,4
-1.173639993291178,4
-1.1697432404121761,3
-1.1607807087904713,3
-1.1592220076388704,1
-1.1588323323509702,3
-1.1576633064872697,2
-1.1572736311993694,3
-1.1568839559114692,3
-1.1553252547598685,3
-1.1529872030324673,3
-1.1522078524566668,4
-1.1490904501534651,4
-1.1487007748655649,3
-1.1479214242897644,1
-1.1448040219865627,1
-1.1444143466986627,4
-1.1436349961228622,1
-1.143245320834962,4
-1.1424659702591615,4
-1.1389588926680596,4
-1.1385692173801596,1
-1.135841490364858,1
-1.1331137633495565,4
-1.1296066857584548,3
-1.1292170104705546,3
-1.1276583093189536,1
-1.1229822058641512,1
-1.1202544788488498,4
-1.117137076545648,4
-1.1159680506819474,1
-1.1151887001061471,2
-1.1140196742424464,4
-1.1073951943481428,4
-1.1038881167570411,3
-1.1023294156054402,4
-1.098042987438538,2
-1.0976533121506378,4
-1.096484286286937,4
-1.0957049357111366,1
-1.0925875334079351,2
-1.0910288322563342,3
-1.0902494816805337,1
-1.088690780528933,3
-1.0883011052410327,2
-1.0875217546652323,4
-1.0859630535136315,4
-1.08323532649833,3
-1.0820663006346294,3
-1.080897274770929,4
-1.0742727948766253,2
-1.071934743149224,1
-1.0676483149823217,1
-1.0664792891186212,1
-1.0656999385428207,4
-1.0641412373912198,1
-1.0621928609517188,1
-1.0614135103759184,4
-1.0590754586485172,3
-1.0555683810574152,2
-1.054789030481615,1
-1.0540096799058145,3
-1.051281952890513,2
-1.0501129270268124,4
-1.0489439011631119,1
-1.0481645505873114,2
-1.0477748752994112,4
-1.04543682357201,1
-1.0442677977083092,1
-1.041929745980908,4
-1.0415400706930078,1
-1.039981369541407,2
-1.0376433178140059,1
-1.0364742919503052,2
-1.036084616662405,4
-1.034136240222904,4
-1.0317981884955028,2
-1.0298498120560016,2
-1.0294601367681016,2
-1.0279014356165006,4
-1.0255633838890994,4
-1.0243943580253987,2
-1.0220563062979975,4
-1.0216666310100972,2
-1.0204976051463968,4
-1.0201079298584965,1
-1.0189389039947958,1
-1.0185492287068956,1
-1.0181595534189953,1
-1.0119247488125922,3
-1.011535073524692,4
-1.009976372373091,3
-1.0076383206456898,4
-1.0072486453577896,1
-1.0033518924787876,4
-1.000234490175586,1
-0.9971170878723843,4
-0.996727412584484,3
-0.9963377372965838,1
-0.9943893608570828,1
-0.9912719585538812,4
-0.9908822832659809,2
-0.9901029326901806,4
-0.9893235821143801,1
-0.9881545562506795,2
-0.9865958550990787,2
-0.9862061798111784,4
-0.985426829235378,4
-0.9846474786595776,3
-0.9823094269321764,4
-0.9819197516442761,2
-0.976074622325773,1
-0.9756849470378729,4
-0.9733468953104716,2
-0.9725675447346712,1
-0.9710088435830704,4
-0.9706191682951701,4
-0.9686707918556691,4
-0.9671120907040683,2
-0.9659430648403676,1
-0.9651637142645673,4
-0.964774038976667,4
-0.9628256625371661,2
-0.9589289096581639,2
-0.9585392343702638,3
-0.9542528062033614,1
-0.95152507918806,4
-0.9499663780364591,4
-0.9487973521727585,1
-0.9456799498695568,3
-0.9433418981421556,1
-0.9386657946873531,1
-0.9374967688236525,3
-0.9367174182478522,4
-0.9355483923841516,4
-0.9347690418083511,4
-0.9336000159446505,4
-0.9324309900809499,4
-0.9320413147930496,4
-0.9316516395051494,2
-0.9254168348987462,1
-0.9219097573076442,4
-0.9187923550044426,4
-0.9184026797165423,2
-0.9164543032770414,1
-0.9160646279891411,4
-0.9129472256859394,2
-0.9125575503980393,4
-0.9121678751101391,4
-0.9106091739585382,4
-0.9090504728069374,4
-0.9051537199279354,4
-0.8996982658973324,1
-0.8985292400336318,4
-0.8981395647457316,2
-0.8969705388820309,4
-0.8961911883062306,4
-0.8958015130183303,4
-0.8942428118667295,4
-0.8899563836998272,4
-0.8895667084119271,4
-0.8880080072603262,4
-0.887618331972426,4
-0.8872286566845258,4
-0.8852802802450248,4
-0.883721579093424,2
-0.8821628779418231,4
-0.8817732026539229,2
-0.8813835273660227,3
-0.8798248262144218,1
-0.8794351509265217,2
-0.8786558003507212,4
-0.8770970991991204,4
-0.8743693721838189,4
-0.8739796968959187,1
-0.8724209957443179,4
-0.8704726193048169,4
-0.8693035934411163,4
-0.8661861911379146,1
-0.8654068405621141,3
-0.8638481394105133,4
-0.8618997629710123,4
-0.8615100876831121,4
-0.859561711243611,3
-0.8576133348041101,3
-0.8572236595162098,3
-0.8564443089404095,3
-0.8560546336525092,3
-0.855664958364609,3
-0.8548856077888086,1
-0.8513785301977067,3
-0.8494301537582057,3
-0.8470921020308044,3
-0.8463127514550041,4
-0.8455334008792036,4
-0.8447540503034032,4
-0.8431953491518024,4
-0.8428056738639021,4
-0.840467622136501,2
-0.8392985962728003,4
-0.8377398951211995,4
-0.8346224928179978,1
-0.8326741163784968,3
-0.8272186623478939,4
-0.8252702859083928,4
-0.8229322341809916,4
-0.8170871048624885,1
-0.8159180789987879,3
-0.8151387284229874,3
-0.8135800272713866,3
-0.8116316508318856,3
-0.8108523002560851,3
-0.8100729496802848,3
-0.8096832743923845,3
-0.805007170937582,2
-0.8042278203617816,4
-0.8038381450738814,1
-0.8034484697859813,2
-0.8018897686343804,4
-0.8007207427706797,3
-0.8003310674827796,1
-0.799162041619079,3
-0.7964343146037774,3
-0.7952652887400768,3
-0.7948756134521767,3
-0.7940962628763762,3
-0.7894201594215737,1
-0.7866924324062723,2
-0.7859130818304719,1
-0.7831853548151705,1
-0.7816266536635696,2
-0.7808473030877692,1
-0.7800679525119688,3
-0.7788989266482682,2
-0.778509251360368,2
-0.7773402254966674,1
-0.7769505502087671,4
-0.7753918490571663,1
-0.7738331479055655,2
-0.7691570444507629,2
-0.7683776938749626,1
-0.7664293174354615,1
-0.7652602915717609,3
-0.7644809409959605,3
-0.7621428892685592,3
-0.759804837541158,3
-0.7582461363895572,3
-0.7531803576468545,3
-0.7508423059194532,3
-0.746555877752551,2
-0.7434384754493493,4
-0.7422694495856487,2
-0.7414900990098483,2
-0.7379830214187464,3
-0.7364243202671455,3
-0.7336965932518441,1
-0.7309688662365427,2
-0.7274617886454408,3
-0.7266824380696404,2
-0.7255134122059398,3
-0.7251237369180396,3
-0.7243443863422392,3
-0.7235650357664387,4
-0.7216166593269377,3
-0.720447633463237,4
-0.7192786075995364,3
-0.7184992570237361,1
-0.7173302311600355,4
-0.716550880584235,4
-0.7157715300084346,2
-0.7149921794326342,4
-0.7146025041447339,2
-0.7130438029931332,1
-0.7114851018415324,4
-0.7110954265536321,3
-0.7099264006899315,3
-0.7087573748262309,2
-0.7071986736746301,4
-0.7060296478109294,1
-0.7056399725230292,1
-0.7048606219472288,1
-0.7029122455077278,3
-0.701353544356127,2
-0.7005741937803265,4
-0.6997948432045261,1
-0.6994051679166259,1
-0.6986258173408255,2
-0.6947290644618234,2
-0.6920013374465219,3
-0.6908323115828213,3
-0.690052961007021,4
-0.6888839351433202,3
-0.6873252339917194,2
-0.6857665328401187,3
-0.6822594552490168,1
-0.6814801046732164,1
-0.6799214035216156,2
-0.6787523776579149,3
-0.6779730270821145,3
-0.6764143259305136,1
-0.6748556247789128,2
-0.6736865989152122,4
-0.673296923627312,4
-0.6701795213241103,2
-0.6697898460362102,4
-0.6694001707483099,1
-0.6686208201725095,1
-0.6674517943088089,4
-0.6643343920056072,2
-0.663944716717707,4
-0.661996340278206,4
-0.6616066649903057,3
-0.6608273144145054,4
-0.6557615356718026,3
-0.652644133368601,3
-0.6522544580807008,2
-0.6514751075049003,4
-0.6475783546258983,4
-0.6471886793379981,3
-0.6467990040500979,2
-0.6460196534742975,1
-0.6452403028984971,4
-0.6421229005952954,2
-0.6417332253073952,3
-0.641343550019495,3
-0.6382261477162934,3
-0.6343293948372912,4
-0.6327706936856904,3
-0.63199134310989,3
-0.6316016678219898,4
-0.6308223172461894,3
-0.6261462137913869,1
-0.6230288114881852,1
-0.620690759760784,4
-0.6199114091849836,1
-0.6195217338970834,1
-0.6171836821696821,2
-0.6152353057301811,3
-0.6144559551543807,4
-0.6070521246842767,3
-0.6066624493963766,1
-0.6058830988205761,4
-0.6051037482447758,4
-0.6047140729568755,1
-0.6008173200778735,4
-0.5969205671988713,2
-0.5949721907593704,4
-0.5945825154714701,4
-0.5938031648956698,3
-0.592634139031969,2
-0.5895167367287675,3
-0.5879580355771666,4
-0.5871786850013662,2
-0.5863993344255658,1
-0.5860096591376656,3
-0.5856199838497653,1
-0.5817232309707633,1
-0.5809438803949629,1
-0.5793851792433621,1
-0.577436802803861,3
-0.5754884263643599,4
-0.5750987510764598,3
-0.573540049924859,4
-0.5719813487732581,3
-0.5696432970458568,1
-0.5688639464700564,3
-0.5673052453184556,3
-0.5657465441668548,3
-0.5630188171515533,1
-0.5618497912878527,3
-0.5610704407120523,2
-0.5606807654241521,4
-0.5599014148483517,4
-0.5595117395604514,2
-0.5591220642725513,4
-0.5579530384088507,2
-0.5571736878330502,2
-0.55678401254515,4
-0.5524975843782477,1
-0.5521079090903476,2
-0.5497698573629463,4
-0.5489905067871459,3
-0.5478214809234453,4
-0.5470421303476448,3
-0.5462627797718445,3
-0.545483429196044,1
-0.5423660268928423,3
-0.5411970010291417,1
-0.5373002481501397,2
-0.534182845846938,4
-0.5334034952711376,2
-0.5287273918163351,3
-0.526779015376834,2
-0.5256099895131334,1
-0.5252203142252332,4
-0.5244409636494328,2
-0.5224925872099317,3
-0.5221029119220316,2
-0.5197648601946303,4
-0.5193751849067301,3
-0.5189855096188299,2
-0.5158681073156283,2
-0.515478432027728,2
-0.5143094061640274,2
-0.5135300555882271,1
-0.5131403803003268,1
-0.5127507050124266,4
-0.5123610297245264,4
-0.5108023285729255,4
-0.5104126532850254,1
-0.5100229779971251,4
-0.5088539521334245,4
-0.5080746015576241,1
-0.5072952509818237,2
-0.5065159004060232,4
-0.5057365498302229,4
-0.502229472239121,2
-0.5018397969512208,1
-0.49872239464801915,1
-0.4975533687843185,1
-0.4963843429206179,2
-0.4952153170569173,4
-0.4924875900416158,2
-0.49092888889001496,1
-0.4854734348594121,3
-0.4850837595715119,3
-0.48391473370781124,4
-0.48352505841991106,4
-0.4831353831320108,4
-0.48274570784411064,3
-0.48157668198041004,2
-0.4807973314046096,2
-0.4792386302530088,1
-0.47651090323770734,1
-0.4753418773740067,3
-0.47378317622240584,2
-0.4730038256466054,1
-0.47144512449500464,3
-0.46637934575230194,3
-0.46131356700959925,2
-0.4601445411458986,1
-0.4597548658579984,2
-0.458975515282198,3
-0.4578064894184974,2
-0.45741681413059715,1
-0.45624778826689655,3
-0.4535200612515951,1
-0.4527407106757947,1
-0.4500129836604932,1
-0.4488439577967926,3
-0.4480646072209922,2
-0.4437781790540899,2
-0.4433885037661897,3
-0.4418298026145889,4
-0.4406607767508883,1
-0.438322725023487,3
-0.4375433744476866,3
-0.436374348583986,3
-0.43598467329608576,4
-0.4328672709928841,1
-0.43208792041708366,1
-0.4305292192654829,1
-0.4285808428259818,4
-0.4281911675380816,3
-0.4274118169622812,1
-0.427022141674381,3
-0.4254634405227802,3
-0.42507376523487994,1
-0.41883896062847664,4
-0.4184492853405764,4
-0.4180596100526762,4
-0.4165009089010754,4
-0.4153318830373748,4
-0.41455253246157436,4
-0.4141628571736741,4
-0.4118248054462729,3
-0.40831772785517106,1
-0.40325194911246837,1
-0.4020829232487677,4
-0.4009138973850671,1
-0.40052422209716687,2
-0.3989655209455661,3
-0.39818617036976567,3
-0.3962377939302646,3
-0.39428941749076357,4
-0.3907823398996617,2
-0.39039266461176153,2
-0.3900029893238613,4
-0.3892236387480609,4
-0.3888339634601607,4
-0.38766493759646004,3
-0.38727526230855985,3
-0.38610623644485925,1
-0.3845475352932584,1
-0.38259915885375734,2
-0.38143013299005674,2
-0.38104045770215655,3
-0.3806507824142563,2
-0.3798714318384559,4
-0.37636435424735404,4
-0.3736366272320526,3
-0.3728572766562522,3
-0.3674018226256493,4
-0.36701214733774906,2
-0.36623279676194864,1
-0.3646740956103478,4
-0.3635050697466472,2
-0.3627257191708468,4
-0.3603876674434455,1
-0.3584392910039445,4
-0.35493221341284265,4
-0.3541528628370422,4
-0.3533735122612418,4
-0.3525941616854414,4
-0.35181481110964097,4
-0.34869740880643935,1
-0.3483077335185391,4
-0.3373968254573333,2
-0.3319413714267304,1
-0.3280446185477283,3
-0.3260962421082273,1
-0.32453754095662646,4
-0.3210304633655246,2
-0.31869241163812334,2
-0.317913061062323,3
-0.31752338577442274,2
-0.31323695760752046,4
-0.310509230592219,2
-0.3089505294406182,1
-0.30817117886481776,4
-0.30739182828901734,2
-0.3058331271374165,4
-0.3054434518495163,4
-0.3042744259858157,3
-0.3027157248342149,4
-0.3015466989705142,4
-0.30115702368261404,4
-0.2976499460915122,4
-0.2957015696520111,4
-0.2953118943641109,2
-0.2933635179246099,4
-0.29297384263670967,3
-0.28985644033350805,3
-0.28518033687870553,2
-0.27894553227230223,4
-0.276607480544901,1
-0.27504877939330014,4
-0.27387975352959953,1
-0.2731004029537991,3
-0.2711520265142981,1
-0.2703726759384977,4
-0.26998300065059744,2
-0.267255273635296,4
-0.26569657248369516,2
-0.26452754661999456,4
-0.2629688454683937,3
-0.2614101443167929,3
-0.2610204690288927,4
-0.25985144316519204,4
-0.25946176787729186,4
-0.257903066725691,4
-0.2567340408619904,4
-0.25478566442248934,4
-0.254006313846689,2
-0.25361663855878874,4
-0.2528372879829883,2
-0.25244761269508814,1
-0.2516682621192877,2
-0.24660248337658502,1
-0.2454334575128844,4
-0.24504378222498419,4
-0.24387475636128356,2
-0.24153670463388233,3
-0.23958832819438128,3
-0.23608125060327942,1
-0.2337431988758782,2
-0.23257417301217756,4
-0.23101547186057672,4
-0.2243909919662732,2
-0.22166326495097174,4
-0.21971488851147072,2
-0.2189355379356703,4
-0.21698716149616926,3
-0.21581813563246866,3
-0.21503878505666824,2
-0.2138697591929676,1
-0.21192138275346656,3
-0.20997300631396554,4
-0.20958333102606533,1
-0.20919365573816512,2
-0.2088039804502649,2
-0.2080246298744645,4
-0.203348526419662,2
-0.20140014998016098,3
-0.19477567008585744,4
-0.19360664422215682,4
-0.1916582677826558,4
-0.19087891720685538,3
-0.18932021605525454,4
-0.18815119019155394,3
-0.18737183961575352,1
-0.1869821643278533,1
-0.18269573616095103,1
-0.18230606087305082,4
-0.17568158097874728,1
-0.17334352925134605,3
-0.171395152811845,4
-0.1702261269481444,1
-0.16944677637234398,1
-0.16827775050864335,2
-0.16788807522074314,3
-0.16749839993284293,2
-0.16710872464494272,4
-0.16593969878124212,1
-0.16360164705384087,4
-0.16282229647804045,1
-0.16204294590224003,1
-0.16126359532643963,1
-0.16048424475063922,2
-0.15580814129583673,1
-0.15074236255313403,3
-0.14645593438623175,2
-0.14606625909833154,4
-0.14567658381043133,1
-0.1448972332346309,3
-0.1445075579467307,3
-0.1441178826588305,4
-0.14372820737093028,1
-0.14255918150722968,1
-0.14139015564352905,1
-0.14100048035562884,1
-0.1390521039161278,4
-0.1386624286282276,2
-0.1382727533403274,3
-0.1378830780524272,1
-0.13593470161292615,1
-0.13515535103712573,1
-0.13476567574922552,1
-0.13203794873392408,3
-0.12969989700652285,3
-0.12658249470332117,4
-0.12619281941542096,1
-0.12502379355172036,1
-0.12424444297591992,4
-0.12346509240011952,4
-0.12307541711221931,1
-0.12112704067271828,2
-0.1176199630816164,1
-0.1172302877937162,1
-0.116840612505816,2
-0.11528191135421516,2
-0.10904710674781184,2
-0.10826775617201144,4
-0.10748840559621102,1
-0.10709873030831081,2
-0.1059297044446102,1
-0.10476067858090957,4
-0.10281230214140853,4
-0.10203295156560811,3
-0.10125360098980771,1
-0.09930522455030666,3
-0.09852587397450625,1
-0.09774652339870583,1
-0.09618782224710501,2
-0.09462912109550418,1
-0.09423944580760397,1
-0.09346009523180356,2
-0.08878399177700107,1
-0.08254918717059775,1
-0.07943178486739609,1
-0.07670405785209464,4
-0.07631438256419444,4
-0.0739763308367932,4
-0.07319698026099278,1
-0.07241762968519236,3
-0.07085892853359153,4
-0.07007957795779111,4
-0.06968990266989092,1
-0.06696217565458946,2
-0.0638447733513878,4
-0.062286072199786977,2
-0.05955834518448552,2
-0.05916866989658531,3
-0.056440942881283866,1
-0.05605126759338366,3
-0.055271917017583244,1
-0.054882241729683034,4
-0.05215451471438158,2
-0.050206138274880546,1
-0.044361008956377436,4
-0.043191983092676814,2
-0.038905554925774535,3
-0.03773652906207391,2
-0.03617782791047309,4
-0.03578815262257288,4
-0.03228107503147101,3
-0.0318913997435708,2
-0.02994302330406977,3
-0.02838432215246894,2
-0.026435945712967902,1
-0.02253919283396583,1
-0.017473414091263136,2
-0.01669406351546272,4
-0.014356011788061477,4
-0.011238609484859819,1
-0.00812120718165816,1
-0.007731531893757954,1
-0.006562506030057332,1
-0.0046141295905562955,1
-0.004224454302656088,1
-0.003055428438955466,4
-0.0014967272873546368,2
0.002789700879547643,1
0.005127752606948887,3
0.006686453758549716,4
0.009803856061751375,1
0.010972881925451997,4
0.01175223250125241,3
0.012921258364953033,1
0.01331093365285324,3
0.014479959516553861,4
0.015648985380254485,4
0.01603866066815469,1
0.02032508883505697,3
0.022273465274558008,3
0.025780542865659874,4
0.026559893441460286,4
0.030456646320462362,4
0.032405022759963396,4
0.03318437333576381,4
0.03357404862366402,3
0.036691450926865675,2
0.037470801502666094,2
0.038639827366366716,2
0.03902950265426692,4
0.04019852851796754,4
0.04058820380586775,3
0.042146904957468576,2
0.04370560610906941,1
0.04604365783647065,1
0.04643333312437086,4
0.046823008412271064,4
0.048381709563871896,4
0.05227846244287397,1
0.052668137730774174,2
0.05500618945817542,3
0.05617521532187604,1
0.05656489060977625,3
0.058123591761377075,4
0.0698138503983833,4
0.07137255154998412,2
0.07176222683788433,3
0.07293125270158496,2
0.0752693044289862,4
0.07643833029268682,4
0.07721768086848724,1
0.07877638202008806,3
0.07955573259588848,2
0.08033508317168889,4
0.0807247584595891,1
0.0811144337474893,1
0.08267313489909013,4
0.08345248547489055,2
0.086180212490192,3
0.08773891364179283,3
0.08851826421759325,3
0.08890793950549346,4
0.09085631594499449,4
0.09202534180869511,2
0.09397371824819614,2
0.09514274411189677,3
0.09631176997559739,2
0.0967014452634976,1
0.09903949699089884,3
0.09981884756669926,3
0.1021568992941005,2
0.10293624986990091,1
0.10332592515780112,2
0.10527430159730215,2
0.10878137918840403,3
0.10917105447630424,4
0.11072975562790506,2
0.11189878149160569,3
0.11345748264320651,3
0.11462650850690713,4
0.11540585908270755,2
0.11618520965850797,1
0.11735423552220858,1
0.11969228724960983,3
0.12008196253751004,2
0.12086131311331046,4
0.12242001426491128,2
0.12280968955281149,4
0.12553741656811293,2
0.12748579300761398,3
0.13099287059871584,3
0.13138254588661605,2
0.13216189646241647,3
0.1344999481898177,3
0.13917605164462019,2
0.14034507750832081,2
0.14190377865992165,1
0.1446315056752231,1
0.1450211809631233,1
0.1496972844179258,1
0.1547630631606285,4
0.15710111488802972,4
0.15749079017592993,2
0.15827014075173035,4
0.1602185171912314,3
0.1606081924791316,3
0.16411527007023347,1
0.16489462064603388,1
0.16606364650973449,4
0.1668429970855349,2
0.16801202294923553,3
0.16957072410083637,1
0.17073974996453697,3
0.1719087758282376,1
0.17268812640403802,1
0.17385715226773865,1
0.17853325572254114,3
0.17931260629834153,3
0.18048163216204216,2
